X,Y,X,Y,id,Name,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle
223142.281936135,2673336.28917844,120.735682553714,24.1651293744466,1,,168,0,0,168,0.43275941356330,142.26363340207828
223237.366571822,2673220.53396977,120.736620455238,24.1640858058201,1,,169,0,0,169,0.43416251539399,151.17859239345455
223282.841832372,2673042.76704216,120.73707127424,24.1624814686737,1,,170,0,0,170,0.43582898935178,145.23931324973665
223406.865270284,2672943.54829185,120.738293628481,24.1615876921951,1,,171,0,0,171,0.43734325032107,121.02922241631826
223539.156937308,2672873.26834373,120.739596803434,24.1609553415467,1,,172,0,0,172,0.43879174343520,122.80563439229880
223675.582718991,2672749.24490586,120.740941627997,24.1598377827799,1,,173,0,0,173,0.44054031162147,127.07877369995848
223774.801469242,2672674.83084313,120.741919381174,24.1591675307762,1,,174,0,0,174,0.44172573940266,117.10224246649229
223911.227250944,2672621.08735339,120.743262898539,24.1586845297034,1,,175,0,0,175,0.44315343998235,118.10643059188583
224018.714230381,2672534.27094688,120.744322219599,24.1579024144104,1,,176,0,0,176,0.44447020322635,157.97380371142265
223989.775428276,2672348.23579007,120.744040786556,24.1562221692589,1,,177,0,0,177,0.44617385469511,206.15616024810407
223869.88610499,2672207.67589381,120.742863539405,24.1549510277474,1,,178,0,0,178,0.44790639952759,225.08016798452363
223762.399125458,2672100.18891433,120.741807759946,24.1539787091188,1,,179,0,0,179,0.44934169523952,220.54764414713543
223696.253291978,2671992.70193484,120.74115880946,24.1530070737559,1,,180,0,0,180,0.45051011811347,193.62287890287939
223712.789750294,2671831.47146561,120.741324465498,24.1515515504132,1,,181,0,0,181,0.45197503794896,164.92062972374629
223795.472042262,2671624.76573583,120.74214182765,24.149686517479,1,,182,0,0,182,0.45401131610588,163.40187212918670
223824.41084438,2671434.59646442,120.742430030976,24.1479699008362,1,,183,0,0,183,0.45575195790004,175.82762549095230
223820.276729799,2671236.15896382,120.742392942683,24.1461780778698,1,,184,0,0,184,0.45754416466385,186.47404805325127
223774.801469283,2671000.51443186,120.741949743887,24.1440496132979,1,,185,0,0,185,0.45971828209557,193.75899031571396
223725.192094071,2670810.34516047,120.741465055835,24.1423316886851,1,,186,0,0,186,0.46150327158647,196.04246326564996
223671.44860436,2670611.90765987,120.740939853586,24.140539036751,1,,187,0,0,187,0.46337127543001,195.41019941934661
223625.973343776,2670421.73838846,120.740495868633,24.1388211775154,1,,188,0,0,188,0.46514558177093,189.73983362969437
223605.302770805,2670169.55739812,120.740297083809,24.1365438081512,1,,189,0,0,189,0.46743161034188,178.55831631482815
223615.606256447,2670087.12951327,120.740399963723,24.1357997124324,1,,190,0,0,190,0.46818278456634,207.79504246493985
223510.218135094,2670030.03103052,120.739364087417,24.1352823851912,1,,191,0,0,191,0.46934065640504,239.81917143444457
223442.005244318,2669980.42165537,120.738693848868,24.1348332989319,1,,192,0,0,192,0.47014743901616,237.08061586990101
223384.127639951,2669941.14756671,120.738125113467,24.1344777048377,1,,193,0,0,193,0.47081819017407,236.73745343537439
223314.881220445,2669889.47113427,120.73744475275,24.1340099315491,1,,194,0,0,194,0.47164384297911,236.87658525020385
223239.433629138,2669838.82823047,120.736703365202,24.1335513821166,1,,195,0,0,195,0.47251557864963,236.28693061150992
223178.45543883,2669791.28591262,120.736104287948,24.1331210713988,1,,196,0,0,196,0.47325318346925,230.82988417205951
223111.2760766,2669724.10655044,120.735444567171,24.132513343391,1,,197,0,0,197,0.47415015885036,225.84071749605152
223055.465529576,2669662.0948315,120.734896611606,24.1319524670991,1,,198,0,0,198,0.47493427460475,225.84036682804796
223004.82262576,2669611.4519277,120.734399291876,24.1314943300152,1,,199,0,0,199,0.47561045246692,226.84656818308204
